pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
20688098,0047-6374,1872-6216,Ebert PR,,"Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.",Mech Ageing Dev,5.498
20686701,,1932-6203,Greenwald I,PMC2912376,"sel-11 and cdc-42, two negative modulators of LIN-12/Notch activity in C. elegans.",PLoS One,3.752
20686661,1553-7390,1553-7404,Hamza I,PMC2912396,Genome-wide analysis reveals novel genes essential for heme homeostasis in Caenorhabditis elegans.,PLoS Genet,
20678979,0012-1606,1095-564X,Niwa R,PMC2915939,The nuclear receptor gene nhr-25 plays multiple roles in the Caenorhabditis elegans heterochronic gene network to control the larva-to-adult transition.,Dev Biol,3.148
20678977,0012-1606,1095-564X,Kemphues K,PMC2915941,Different domains of C. elegans PAR-3 are required at different times in development.,Dev Biol,3.148
20691719,0041-008X,1096-0333,Aschner M,PMC2946503,Hormetic effect of methylmercury on Caenorhabditis elegans.,Toxicol Appl Pharmacol,4.46
20691175,0012-1606,1095-564X,Corsi AK,PMC2945437,C. elegans twist gene expression in differentiated cell types is controlled by autoregulation through intron elements.,Dev Biol,3.148
20696377,0896-6273,1097-4199,Xu XZ,PMC2928144,C. elegans TRP family protein TRP-4 is a pore-forming subunit of a native mechanotransduction channel.,Neuron,18.688
20696896,0027-8424,1091-6490,Dötsch V,PMC2932610,Tracing the protectors path from the germ line to the genome.,Proc Natl Acad Sci U S A,12.779
20695778,0289-0003,,Ichinose M,,Enhancement of chemotactic response to sodium acetate in the nematode Caenorhabditis elegans.,Zoolog Sci,0.955
20603016,0092-8674,1097-4172,Jiricny J,,Deficiency of FANCD2-associated nuclease KIAA1018/FAN1 sensitizes cells to interstrand crosslinking agents.,Cell,66.85
20700105,0261-4189,1460-2075,Wang ZW,PMC2944068,α-Catulin CTN-1 is required for BK channel subcellular localization in C. elegans body-wall muscle cells.,EMBO J,14.012
20700434,1553-7390,1553-7404,Arai H,PMC2916882,Multivesicular body formation requires OSBP-related proteins and cholesterol.,PLoS Genet,
20700435,1553-7390,1553-7404,Slack FJ,PMC2916846,A developmental timing switch promotes axon outgrowth independent of known guidance receptors.,PLoS Genet,
20700440,1553-7390,1553-7404,Blackwell TK,PMC2916858,RNAi screening implicates a SKN-1-dependent transcriptional response in stress resistance and longevity deriving from translation inhibition.,PLoS Genet,
20739712,0016-6731,1943-2631,Sze JY,PMC2975281,A genetic survey of fluoxetine action on synaptic transmission in Caenorhabditis elegans.,Genetics,4.402
20714352,1553-7390,1553-7404,Mango SE,PMC2920861,Dynamic chromatin organization during foregut development mediated by the organ selector gene PHA-4/FoxA.,PLoS Genet,
20714407,,1942-0889,Zhen M,PMC2918770,The long and the short of SAD-1 kinase.,Commun Integr Biol,
20717869,0032-0943,1439-0221,Shirasawa T,,Procyanidins from apples (Malus pumila Mill.) extend the lifespan of Caenorhabditis elegans.,Planta Med,3.007
20708279,0166-445X,1879-1514,Auffan M,,Intracellular uptake and associated toxicity of silver nanoparticles in Caenorhabditis elegans.,Aquat Toxicol,5.202
20711352,1553-7390,1553-7404,Ding M,PMC2920835,A Wnt-Frz/Ror-Dsh pathway regulates neurite outgrowth in Caenorhabditis elegans.,PLoS Genet,
20713521,0890-9369,1549-5477,Bargmann CI,PMC2922507,The homeodomain protein hmbx-1 maintains asymmetric gene expression in adult C. elegans olfactory neurons.,Genes Dev,12.89
20713707,0027-8424,1091-6490,Horvitz HR,PMC2932601,Six and Eya promote apoptosis through direct transcriptional activation of the proapoptotic BH3-only gene egl-1 in Caenorhabditis elegans.,Proc Natl Acad Sci U S A,12.779
20714347,1553-7390,1553-7404,McIntire SL,PMC2920847,Conserved role of unc-79 in ethanol responses in lightweight mutant mice.,PLoS Genet,
20707996,0012-1606,1095-564X,Cram EJ,PMC2957521,FLN-1/filamin is required for maintenance of actin and exit of fertilized oocytes from the spermatheca in C. elegans.,Dev Biol,3.148
20705056,0006-291X,1090-2104,Wu YC,,Caenorhabditis elegans TLK-1 controls cytokinesis by localizing AIR-2/Aurora B to midzone microtubules.,Biochem Biophys Res Commun,3.322
20706209,,1744-4292,Gems D,PMC2950082,DamID in C. elegans reveals longevity-associated targets of DAF-16/FoxO.,Mol Syst Biol,13.068
20704745,,1756-8935,Kelly WG,PMC3146070,Trans-generational epigenetic regulation of C. elegans primordial germ cells.,Epigenetics Chromatin,5.465
20805557,0016-6731,1943-2631,Link CD,PMC2975290,Genetic mechanisms of coffee extract protection in a Caenorhabditis elegans model of β-amyloid peptide toxicity.,Genetics,4.402
20733002,0270-7306,1098-5549,Crowder CM,PMC2953055,Protein misfolding induces hypoxic preconditioning via a subset of the unfolded protein response machinery.,Mol Cell Biol,5.069
20805556,0016-6731,1943-2631,Pilon M,PMC2975278,Genetics of extracellular matrix remodeling during organ growth using the Caenorhabditis elegans pharynx model.,Genetics,4.402
20723760,0092-8674,1097-4172,Nollen EA,,Identification of MOAG-4/SERF as a regulator of age-related proteotoxicity.,Cell,66.85
20729837,1465-7392,1476-4679,Desai A,PMC3052858,A kinetochore-independent mechanism drives anaphase chromosome separation during acentrosomal meiosis.,Nat Cell Biol,28.213
20736289,0950-1991,1477-9129,Okkema PG,PMC2926961,The EGR family gene egrh-1 functions non-autonomously in the control of oocyte meiotic maturation and ovulation in C. elegans.,Development,6.862
20735851,,1472-6750,Lopez LC,PMC2936419,Engineering of N. benthamiana L. plants for production of N-acetylgalactosamine-glycosylated proteins--towards development of a plant-based platform for production of protein therapeutics with mucin type O-glycosylation.,BMC Biotechnol,3.329
20798830,,1942-0889,Sage D,PMC2928322,Multicolor bleach-rate imaging enlightens in vivo sterol transport.,Commun Integr Biol,
20837997,0016-6731,1943-2631,Iino Y,PMC2998313,Reversal of salt preference is directed by the insulin/PI3K and Gq/PKC signaling in Caenorhabditis elegans.,Genetics,4.402
20738285,0077-8923,1749-6632,Tatar M,PMC3125018,Reproductive aging in invertebrate genetic models.,Ann N Y Acad Sci,6.499
20803083,1016-8478,0219-1032,Ahnn J,,Calcineurin regulates coelomocyte endocytosis via DYN-1 and CUP-4 in Caenorhabditis elegans.,Mol Cells,4.25
20800010,0031-1820,1469-8161,Page AP,,The astacin metalloprotease moulting enzyme NAS-36 is required for normal cuticle ecdysis in free-living and parasitic nematodes.,Parasitology,3.243
20805471,0027-8424,1091-6490,Rothman JH,PMC2941290,Repression of Wnt signaling by a Fer-type nonreceptor tyrosine kinase.,Proc Natl Acad Sci U S A,12.779
20371770,1945-0877,1937-9145,Ohno S,,AAA+ proteins RUVBL1 and RUVBL2 coordinate PIKK activity and function in nonsense-mediated mRNA decay.,Sci Signal,9.517
20807527,0012-1606,1095-564X,Rothman JH,PMC3142750,Endoderm development in Caenorhabditis elegans: the synergistic action of ELT-2 and -7 mediates the specification→differentiation transition.,Dev Biol,3.148
20840592,1742-464X,1742-4658,Gigengack U,,"The 3-ureidopropionase of Caenorhabditis elegans, an enzyme involved in pyrimidine degradation.",FEBS J,5.622
20814246,1554-8627,1554-8635,Zhang H,,"Four metazoan autophagy genes regulate cargo recognition, autophagosome formation and autolysosomal degradation.",Autophagy,13.391
20855569,0016-6731,1943-2631,Zhang Y,PMC2998303,The role of eIF1 in translation initiation codon selection in Caenorhabditis elegans.,Genetics,4.402
20829795,0028-0836,1476-4687,Gaertig J,PMC2938957,MEC-17 is an alpha-tubulin acetyltransferase.,Nature,69.504
20828537,0006-291X,1090-2104,Wang D,,Lifespan extension in Caenorhabditis elegans by DMSO is dependent on sir-2.1 and daf-16.,Biochem Biophys Res Commun,3.322
20826530,0950-1991,1477-9129,Lin R,PMC2947753,"zif-1 translational repression defines a second, mutually exclusive OMA function in germline transcriptional repression.",Development,6.862
20824162,1544-9173,1545-7885,Kenyon C,PMC2930862,The somatic reproductive tissues of C. elegans promote longevity through steroid hormone signaling.,PLoS Biol,9.593
20824077,1553-7390,1553-7404,Strome S,PMC2932692,The histone H3K36 methyltransferase MES-4 acts epigenetically to transmit the memory of germline gene expression to progeny.,PLoS Genet,
20824072,1553-7390,1553-7404,Waterston RH,PMC2932687,A negative regulatory loop between microRNA and Hox gene controls posterior identities in Caenorhabditis elegans.,PLoS Genet,
20823118,1355-8382,1469-9001,Conti E,PMC2957046,Four KH domains of the C. elegans Bicaudal-C ortholog GLD-3 form a globular structural platform.,RNA,5.636
20823070,0950-1991,1477-9129,Sawa H,PMC2934738,Extracellular control of PAR protein localization during asymmetric cell division in the C. elegans embryo.,Development,6.862
20823068,0950-1991,1477-9129,Gotta M,,SPAT-1/Bora acts with Polo-like kinase 1 to regulate PAR polarity and cell cycle progression.,Development,6.862
20804601,1021-7770,1423-0127,Lee DH,PMC2994371,Taurine reduces ER stress in C. elegans.,J Biomed Sci,12.771
20804609,1021-7770,1423-0127,Lee DH,PMC2994401,Characterization of taurine as anti-obesity agent in C. elegans.,J Biomed Sci,12.771
20827539,1064-3745,1940-6029,Plavec J,,Solution structure of miRNA:mRNA complex.,Methods Mol Biol,
20835247,1548-7091,1548-7105,Hengartner MO,PMC3444237,A quantitative targeted proteomics approach to validate predicted microRNA targets in C. elegans.,Nat Methods,47.99
20833709,1096-6080,1096-0929,Estevez M,PMC2984526,The glutaredoxin GLRX-21 functions to prevent selenium-induced oxidative stress in Caenorhabditis elegans.,Toxicol Sci,4.109
20833362,1534-5807,1878-1551,Bao Z,PMC2952354,Chiral forces organize left-right patterning in C. elegans by uncoupling midline and anteroposterior axis.,Dev Cell,13.417
20816092,1550-4131,1932-7420,Lithgow GJ,PMC2945254,Insulin-like signaling determines survival during stress via posttranscriptional mechanisms in C. elegans.,Cell Metab,31.373
20815216,1001-5302,,Niu X,,[Expression changes of age-related genes in different aging stages of Caenorhabiditis elegans and the regulating effects of Chuanxiong extract].,Zhongguo Zhong Yao Za Zhi,
20838602,1553-7366,1553-7374,Nilsson D,PMC2936538,Phylogenomics of ligand-gated ion channels predicts monepantel effect.,PLoS Pathog,7.464
20844315,,1945-4589,Galas S,PMC2984606,Klotho interferes with a novel FGF-signalling pathway and insulin/Igf-like signalling to improve longevity and stress resistance in Caenorhabditis elegans.,Aging (Albany NY),5.955
20843862,0950-1991,1477-9129,Rougvie AE,PMC2947761,The C. elegans developmental timing protein LIN-42 regulates diapause in response to environmental cues.,Development,6.862
20842438,0301-4851,1573-4978,Katinakis P,,Molecular and biochemical analysis of the α class carbonic anhydrases in Caenorhabditis elegans.,Mol Biol Rep,2.742
20852613,0028-0836,1476-4687,Grill SW,,Anisotropies in cortical tension reveal the physical basis of polarizing cortical flows.,Nature,69.504
20849980,1567-7249,1872-8278,Hahn SH,,Altered redox status of coenzyme Q9 reflects mitochondrial electron transport chain deficiencies in Caenorhabditis elegans.,Mitochondrion,4.534
20849842,0012-1606,1095-564X,Eisenmann DM,PMC2976807,Wnt signaling controls the stem cell-like asymmetric division of the epithelial seam cells during C. elegans larval development.,Dev Biol,3.148
20855596,0027-8424,1091-6490,Kimble J,PMC2951458,GLD-2/RNP-8 cytoplasmic poly(A) polymerase is a broad-spectrum regulator of the oogenesis program.,Proc Natl Acad Sci U S A,12.779
20855423,1096-6080,1096-0929,Nass R,PMC3003544,SKN-1/Nrf2 inhibits dopamine neuron degeneration in a Caenorhabditis elegans model of methylmercury toxicity.,Toxicol Sci,4.109
20858264,,1477-5956,Zhang C,PMC2954870,A proteomic view of Caenorhabditis elegans caused by short-term hypoxic stress.,Proteome Sci,2.882
20858267,,1471-2121,Chen N,PMC2955571,Spindle assembly checkpoint genes reveal distinct as well as overlapping expression that implicates MDF-2/Mad2 in postembryonic seam cell proliferation in Caenorhabditis elegans.,BMC Cell Biol,
20833310,0960-9822,1879-0445,Kornblihtt AR,,Gene silencing: small RNAs control RNA polymerase II elongation.,Curr Biol,10.9
18706403,0012-1606,1095-564X,Gaudet J,,The CSL transcription factor LAG-1 directly represses hlh-6 expression in C. elegans.,Dev Biol,3.148
17488632,1534-5807,,Oegema K,,Anillin and the septins promote asymmetric ingression of the cytokinetic furrow.,Dev Cell,13.417
20862331,,1932-6203,Tissenbaum HA,PMC2940797,A comparative study of fat storage quantitation in nematode Caenorhabditis elegans using label and label-free methods.,PLoS One,3.752
20862215,,1932-6203,Zheng H,PMC2942829,Intracellular trafficking and synaptic function of APL-1 in Caenorhabditis elegans.,PLoS One,3.752
20862312,1553-7390,1553-7404,Graves BJ,PMC2940738,ETS-4 is a transcriptional regulator of life span in Caenorhabditis elegans.,PLoS Genet,
20865173,1553-7390,1553-7404,Kim H,PMC2928805,An alpha-catulin homologue controls neuromuscular function through localization of the dystrophin complex and BK channels in Caenorhabditis elegans.,PLoS Genet,
20865164,1553-7390,1553-7404,Aschner M,PMC2928785,"Extracellular dopamine potentiates mn-induced oxidative stress, lifespan reduction, and dopaminergic neurodegeneration in a BLI-3-dependent manner in Caenorhabditis elegans.",PLoS Genet,
20865124,1553-7366,1553-7374,Powell-Coffman JA,PMC2928816,C. elegans SWAN-1 Binds to EGL-9 and regulates HIF-1-mediated resistance to the bacterial pathogen Pseudomonas aeruginosa PAO1.,PLoS Pathog,7.464
20864627,1096-6080,1096-0929,Meyer JN,PMC2984530,Caenorhabditis elegans generates biologically relevant levels of genotoxic metabolites from aflatoxin B1 but not benzo[a]pyrene in vivo.,Toxicol Sci,4.109
20838648,1935-2727,1935-2735,Mitta G,PMC2935394,A large repertoire of parasite epitopes matched by a large repertoire of host immune receptors in an invertebrate host/parasite model.,PLoS Negl Trop Dis,
20877470,,1932-6203,Tavernarakis N,PMC2943245,Molecular modeling of mechanosensory ion channel structural and functional features.,PLoS One,3.752
20876652,0950-1991,1477-9129,Chisholm AD,PMC2964093,The C. elegans peroxidasin PXN-2 is essential for embryonic morphogenesis and inhibits adult axon regeneration.,Development,6.862
20876647,0950-1991,1477-9129,Hutter H,PMC2959053,The Flamingo ortholog FMI-1 controls pioneer-dependent navigation of follower axons in C. elegans.,Development,6.862
20944013,0016-6731,1943-2631,Bessereau JL,PMC3018321,Insulin/Insulin-like growth factor signaling controls non-Dauer developmental speed in the nematode Caenorhabditis elegans.,Genetics,4.402
20944014,0016-6731,1943-2631,Gönczy P,PMC2998310,Mutual antagonism between the anaphase promoting complex and the spindle assembly checkpoint contributes to mitotic timing in Caenorhabditis elegans.,Genetics,4.402
20923973,0016-6731,1943-2631,Hobert O,PMC2998328,"Maintenance of neuronal laterality in Caenorhabditis elegans through MYST histone acetyltransferase complex components LSY-12, LSY-13 and LIN-49.",Genetics,4.402
20923979,0016-6731,1943-2631,Barr MM,PMC2998312,Functional specialization of sensory cilia by an RFX transcription factor isoform.,Genetics,4.402
20880838,0021-9258,1083-351X,Richter K,PMC3003392,Cdc37-Hsp90 complexes are responsive to nucleotide-induced conformational changes and binding of further cofactors.,J Biol Chem,
20881202,0022-3077,1522-1598,Schafer WR,PMC3007656,Spatial asymmetry in the mechanosensory phenotypes of the C. elegans DEG/ENaC gene mec-10.,J Neurophysiol,2.974
