Go_Id,Category,Term
GO:0000977,Molecular_function,RNA polymerase II transcription regulatory region sequence-specific DNA binding
GO:0000978,Molecular_function,RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0000979,Molecular_function,RNA polymerase II core promoter sequence-specific DNA binding
GO:0000981,Molecular_function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
GO:0000987,Molecular_function,cis-regulatory region sequence-specific DNA binding
GO:0000993,Molecular_function,RNA polymerase II complex binding
GO:0000994,Molecular_function,RNA polymerase III core binding
GO:0000995,Molecular_function,RNA polymerase III general transcription initiation factor activity
GO:0001002,Molecular_function,RNA polymerase III type 1 promoter sequence-specific DNA binding
GO:0001003,Molecular_function,RNA polymerase III type 2 promoter sequence-specific DNA binding
GO:0001006,Molecular_function,RNA polymerase III type 3 promoter sequence-specific DNA binding
GO:0001018,Molecular_function,mitochondrial promoter sequence-specific DNA binding
GO:0001042,Molecular_function,RNA polymerase I core binding
GO:0001046,Molecular_function,core promoter sequence-specific DNA binding
GO:0001054,Molecular_function,RNA polymerase I activity
GO:0001055,Molecular_function,RNA polymerase II activity
GO:0001056,Molecular_function,RNA polymerase III activity
GO:0001092,Molecular_function,TFIIA-class transcription factor complex binding
GO:0001093,Molecular_function,TFIIB-class transcription factor binding
GO:0001096,Molecular_function,TFIIF-class transcription factor complex binding
GO:0001097,Molecular_function,TFIIH-class transcription factor complex binding
GO:0001099,Molecular_function,basal RNA polymerase II transcription machinery binding
GO:0001147,Molecular_function,transcription termination site sequence-specific DNA binding
GO:0001156,Molecular_function,TFIIIC-class transcription factor complex binding
GO:0001162,Molecular_function,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
GO:0001164,Molecular_function,RNA polymerase I core promoter sequence-specific DNA binding
GO:0001181,Molecular_function,RNA polymerase I general transcription initiation factor activity
GO:0001217,Molecular_function,DNA-binding transcription repressor activity
GO:0001221,Molecular_function,transcription coregulator binding
GO:0001222,Molecular_function,transcription corepressor binding
GO:0001223,Molecular_function,transcription coactivator binding
GO:0001227,Molecular_function,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
GO:0001228,Molecular_function,"DNA-binding transcription activator activity, RNA polymerase II-specific"
GO:0001530,Molecular_function,lipopolysaccharide binding
GO:0001540,Molecular_function,amyloid-beta binding
GO:0001588,Molecular_function,"dopamine neurotransmitter receptor activity, coupled via Gs"
GO:0001591,Molecular_function,"dopamine neurotransmitter receptor activity, coupled via Gi/Go"
GO:0001640,Molecular_function,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity
GO:0001641,Molecular_function,group II metabotropic glutamate receptor activity
GO:0001653,Molecular_function,peptide receptor activity
GO:0001664,Molecular_function,G protein-coupled receptor binding
GO:0001671,Molecular_function,ATPase activator activity
GO:0001729,Molecular_function,ceramide kinase activity
GO:0001734,Molecular_function,mRNA m(6)A methyltransferase activity
GO:0001760,Molecular_function,aminocarboxymuconate-semialdehyde decarboxylase activity
GO:0001784,Molecular_function,phosphotyrosine residue binding
GO:0001786,Molecular_function,phosphatidylserine binding
GO:0001888,Molecular_function,glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:0001965,Molecular_function,G-protein alpha-subunit binding
GO:0002020,Molecular_function,protease binding
GO:0002039,Molecular_function,p53 binding
GO:0002055,Molecular_function,adenine binding
GO:0002058,Molecular_function,uracil binding
GO:0002083,Molecular_function,4-hydroxybenzoate decaprenyltransferase activity
GO:0002094,Molecular_function,polyprenyltransferase activity
GO:0002151,Molecular_function,G-quadruplex RNA binding
GO:0002161,Molecular_function,aminoacyl-tRNA editing activity
GO:0002162,Molecular_function,dystroglycan binding
GO:0002953,Molecular_function,5'-deoxynucleotidase activity
GO:0003674,Molecular_function,molecular function
GO:0003676,Molecular_function,nucleic acid binding
GO:0003677,Molecular_function,DNA binding
GO:0003678,Molecular_function,DNA helicase activity
GO:0003680,Molecular_function,minor groove of adenine-thymine-rich DNA binding
GO:0003681,Molecular_function,bent DNA binding
GO:0003682,Molecular_function,chromatin binding
GO:0003684,Molecular_function,damaged DNA binding
GO:0003688,Molecular_function,DNA replication origin binding
GO:0003689,Molecular_function,DNA clamp loader activity
GO:0003690,Molecular_function,double-stranded DNA binding
GO:0003691,Molecular_function,double-stranded telomeric DNA binding
GO:0003697,Molecular_function,single-stranded DNA binding
GO:0003700,Molecular_function,DNA-binding transcription factor activity
GO:0003707,Molecular_function,nuclear steroid receptor activity
GO:0003711,Molecular_function,transcription elongation factor activity
GO:0003712,Molecular_function,transcription coregulator activity
GO:0003713,Molecular_function,transcription coactivator activity
GO:0003714,Molecular_function,transcription corepressor activity
GO:0003721,Molecular_function,telomerase RNA reverse transcriptase activity
GO:0003723,Molecular_function,RNA binding
GO:0003724,Molecular_function,RNA helicase activity
GO:0003725,Molecular_function,double-stranded RNA binding
GO:0003726,Molecular_function,double-stranded RNA adenosine deaminase activity
GO:0003727,Molecular_function,single-stranded RNA binding
GO:0003729,Molecular_function,mRNA binding
GO:0003730,Molecular_function,mRNA 3'-UTR binding
GO:0003735,Molecular_function,structural constituent of ribosome
GO:0003743,Molecular_function,translation initiation factor activity
GO:0003746,Molecular_function,translation elongation factor activity
GO:0003747,Molecular_function,translation release factor activity
GO:0003755,Molecular_function,peptidyl-prolyl cis-trans isomerase activity
GO:0003756,Molecular_function,protein disulfide isomerase activity
GO:0003774,Molecular_function,cytoskeletal motor activity
GO:0003777,Molecular_function,microtubule motor activity
GO:0003779,Molecular_function,actin binding
GO:0003785,Molecular_function,actin monomer binding
GO:0003796,Molecular_function,lysozyme activity
GO:0003810,Molecular_function,protein-glutamine gamma-glutamyltransferase activity
GO:0003824,Molecular_function,catalytic activity
GO:0003825,Molecular_function,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
GO:0003827,Molecular_function,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
GO:0003831,Molecular_function,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity"
GO:0003834,Molecular_function,"beta-carotene 15,15'-dioxygenase activity"
GO:0003837,Molecular_function,beta-ureidopropionase activity
GO:0003838,Molecular_function,sterol 24-C-methyltransferase activity
GO:0003839,Molecular_function,gamma-glutamylcyclotransferase activity
GO:0003841,Molecular_function,1-acylglycerol-3-phosphate O-acyltransferase activity
GO:0003842,Molecular_function,1-pyrroline-5-carboxylate dehydrogenase activity
GO:0003844,Molecular_function,"1,4-alpha-glucan branching enzyme activity"
GO:0003847,Molecular_function,1-alkyl-2-acetylglycerophosphocholine esterase activity
GO:0003854,Molecular_function,3-beta-hydroxy-delta5-steroid dehydrogenase activity
GO:0003857,Molecular_function,3-hydroxyacyl-CoA dehydrogenase activity
GO:0003860,Molecular_function,3-hydroxyisobutyryl-CoA hydrolase activity
GO:0003863,Molecular_function,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
GO:0003865,Molecular_function,3-oxo-5-alpha-steroid 4-dehydrogenase activity
GO:0003867,Molecular_function,4-aminobutyrate transaminase activity
GO:0003868,Molecular_function,4-hydroxyphenylpyruvate dioxygenase activity
GO:0003872,Molecular_function,6-phosphofructokinase activity
GO:0003873,Molecular_function,6-phosphofructo-2-kinase activity
GO:0003874,Molecular_function,6-pyruvoyltetrahydropterin synthase activity
GO:0003876,Molecular_function,AMP deaminase activity
GO:0003878,Molecular_function,ATP citrate synthase activity
GO:0003881,Molecular_function,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
GO:0003883,Molecular_function,CTP synthase activity
GO:0003884,Molecular_function,D-amino-acid oxidase activity
GO:0003887,Molecular_function,DNA-directed DNA polymerase activity
GO:0003896,Molecular_function,DNA primase activity
GO:0003899,Molecular_function,DNA-directed 5'-3' RNA polymerase activity
GO:0003906,Molecular_function,DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0003908,Molecular_function,methylated-DNA-[protein]-cysteine S-methyltransferase activity
GO:0003910,Molecular_function,DNA ligase (ATP) activity
GO:0003916,Molecular_function,DNA topoisomerase activity
GO:0003917,Molecular_function,"DNA topoisomerase type I (single strand cut, ATP-independent) activity"
GO:0003918,Molecular_function,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
GO:0003919,Molecular_function,FMN adenylyltransferase activity
GO:0003920,Molecular_function,GMP reductase activity
GO:0003921,Molecular_function,GMP synthase activity
GO:0003922,Molecular_function,GMP synthase (glutamine-hydrolyzing) activity
GO:0003923,Molecular_function,GPI-anchor transamidase activity
GO:0003924,Molecular_function,GTPase activity
GO:0003925,Molecular_function,G protein activity
GO:0003933,Molecular_function,GTP cyclohydrolase activity
GO:0003934,Molecular_function,GTP cyclohydrolase I activity
GO:0003937,Molecular_function,IMP cyclohydrolase activity
GO:0003938,Molecular_function,IMP dehydrogenase activity
GO:0003939,Molecular_function,L-iditol 2-dehydrogenase activity
GO:0003941,Molecular_function,L-serine ammonia-lyase activity
GO:0003948,Molecular_function,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity
GO:0003950,Molecular_function,NAD+ ADP-ribosyltransferase activity
GO:0003951,Molecular_function,NAD+ kinase activity
GO:0003952,Molecular_function,NAD+ synthase (glutamine-hydrolyzing) activity
GO:0003953,Molecular_function,NAD+ nucleosidase activity
GO:0003954,Molecular_function,NADH dehydrogenase activity
GO:0003958,Molecular_function,NADPH-hemoprotein reductase activity
GO:0003960,Molecular_function,NADPH:quinone reductase activity
GO:0003964,Molecular_function,RNA-directed DNA polymerase activity
GO:0003968,Molecular_function,RNA-dependent RNA polymerase activity
GO:0003972,Molecular_function,RNA ligase (ATP) activity
GO:0003973,Molecular_function,(S)-2-hydroxy-acid oxidase activity
GO:0003974,Molecular_function,UDP-N-acetylglucosamine 4-epimerase activity
GO:0003975,Molecular_function,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
GO:0003977,Molecular_function,UDP-N-acetylglucosamine diphosphorylase activity
GO:0003978,Molecular_function,UDP-glucose 4-epimerase activity
GO:0003979,Molecular_function,UDP-glucose 6-dehydrogenase activity
GO:0003980,Molecular_function,UDP-glucose:glycoprotein glucosyltransferase activity
GO:0003983,Molecular_function,UTP:glucose-1-phosphate uridylyltransferase activity
GO:0003984,Molecular_function,acetolactate synthase activity
GO:0003985,Molecular_function,acetyl-CoA C-acetyltransferase activity
GO:0003986,Molecular_function,acetyl-CoA hydrolase activity
GO:0003987,Molecular_function,acetate-CoA ligase activity
GO:0003988,Molecular_function,acetyl-CoA C-acyltransferase activity
GO:0003989,Molecular_function,acetyl-CoA carboxylase activity
GO:0003990,Molecular_function,acetylcholinesterase activity
GO:0003993,Molecular_function,acid phosphatase activity
GO:0003994,Molecular_function,aconitate hydratase activity
GO:0003995,Molecular_function,acyl-CoA dehydrogenase activity
GO:0003997,Molecular_function,acyl-CoA oxidase activity
GO:0003999,Molecular_function,adenine phosphoribosyltransferase activity
GO:0004000,Molecular_function,adenosine deaminase activity
GO:0004001,Molecular_function,adenosine kinase activity
GO:0004013,Molecular_function,adenosylhomocysteinase activity
GO:0004014,Molecular_function,adenosylmethionine decarboxylase activity
GO:0004016,Molecular_function,adenylate cyclase activity
GO:0004017,Molecular_function,adenylate kinase activity
GO:0004018,Molecular_function,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
GO:0004019,Molecular_function,adenylosuccinate synthase activity
GO:0004020,Molecular_function,adenylylsulfate kinase activity
GO:0004021,Molecular_function,L-alanine:2-oxoglutarate aminotransferase activity
GO:0004022,Molecular_function,alcohol dehydrogenase (NAD+) activity
GO:0004024,Molecular_function,"alcohol dehydrogenase (NAD+) activity, zinc-dependent"
GO:0004029,Molecular_function,aldehyde dehydrogenase (NAD+) activity
GO:0004031,Molecular_function,aldehyde oxidase activity
GO:0004032,Molecular_function,aldose reductase (NADPH) activity
GO:0004033,Molecular_function,aldo-keto reductase (NADPH) activity
GO:0004034,Molecular_function,aldose 1-epimerase activity
GO:0004040,Molecular_function,amidase activity
GO:0004044,Molecular_function,amidophosphoribosyltransferase activity
GO:0004045,Molecular_function,aminoacyl-tRNA hydrolase activity
GO:0004046,Molecular_function,aminoacylase activity
GO:0004047,Molecular_function,aminomethyltransferase activity
GO:0004053,Molecular_function,arginase activity
GO:0004054,Molecular_function,arginine kinase activity
GO:0004057,Molecular_function,arginyl-tRNA--protein transferase activity
GO:0004058,Molecular_function,aromatic-L-amino-acid decarboxylase activity
GO:0004062,Molecular_function,aryl sulfotransferase activity
GO:0004064,Molecular_function,arylesterase activity
